attempt,success,complex idx,complex name,stoichiometry,graph hash,note,ligand names,ligand stoichiometries,ligand charges,ligand donors,batch idx,batch name,metal,oxi state,topology,similarity,total charge,optimization,isomers,random seed
62,False,,,C53H72N6O4Pd1,,clashing ligands,"('unq_CSD-PAGCEF-03-a', 'unq_CSD-PAGRAQ-02-a', 'unq_CSD-OZIZII-01-b')","('C13H9N3O2', 'C34H56N2O2', 'C6H7N1')","(-2.0, 0.0, 0.0)","('N-O-O', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
63,False,,,C53H53N6O2P1Pd1,,clashing ligands,"('unq_CSD-PAGCEF-03-a', 'unq_CSD-PAGGIO-02-a', 'unq_CSD-PARTEK-01-a')","('C13H9N3O2', 'C20H17N3', 'C20H27P1')","(-2.0, 0.0, 0.0)","('N-O-O', 'N-N', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
64,False,,,C23H19N5O6Pd1S2,,clashing ligands,"('unq_CSD-PCSCUP20-03-a', 'unq_CSD-PAKJIU-02-a', 'unq_CSD-PAHTEY-01-a')","('C13H11N3O2', 'C10H8N2S1', 'O4S1')","(0.0, 0.0, -2.0)","('N-N-O', 'N-N', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
65,True,13.0,IVOQUQAS,C30H29N7O1Pd1S2,21fd32b51428dfd96188cd771e43c83c,no optimization,"('unq_CSD-PEDNAO-03-a', 'unq_CSD-PCYCCU-02-a', 'unq_CSD-PAKHEP-01-c')","('C19H14N3S2', 'C7H4N3O1', 'C4H11N1')","(-1.0, -1.0, 0.0)","('N-S-S', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
66,False,,,C28H38N4O3Pd1,,clashing ligands,"('unq_CSD-PAJJEQ-03-a', 'unq_CSD-PAYQIR-02-a', 'unq_CSD-OZUTEL-01-a')","('C11H19N3', 'C16H16N1O2', 'C1H3O1')","(0.0, -1.0, -1.0)","('N-N-N', 'N-O', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
67,False,,,C37H33N3O3Pd1S2,,non-planar tridentate,"('unq_CSD-PADTEV-03-a', 'unq_CSD-PAWTIR-02-a', 'unq_CSD-PAYMUA-01-b')","('C16H12O2S1', 'C8H6N2', 'C13H15N1O1S1')","(-2.0, 0.0, 0.0)","('O-O-S', 'N-N', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
68,False,,,C57H67N5O6Pd1,,clashing ligands,"('unq_CSD-PANNUN-03-a', 'unq_CSD-PADYUR-02-b', 'unq_CSD-PAMJIZ-01-a')","('C23H23N2O3', 'C28H40N2', 'C6H4N1O3')","(-1.0, 0.0, -1.0)","('N-N-O', 'N-N', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
69,False,,,C48H54N6O4Pd1S1Si1,,clashing ligands,"('unq_CSD-PANQIF-03-a', 'unq_CSD-PATSOT-02-a', 'unq_CSD-PAFZUR-01-a')","('C22H17N3', 'C14H10N3O1', 'C12H27O3S1Si1')","(0.0, -1.0, -1.0)","('N-N-N', 'N-N', 'S')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
70,True,14.0,SOFOCESI,C35H44N6O1Pd1,8df5a234994d2d869057bb7197fd6a6a,no optimization,"('unq_CSD-PARXUE-03-a', 'unq_CSD-PAQQUV-02-a', 'unq_CSD-OZOXUX-01-c')","('C17H13N3O1', 'C6H14N2', 'C12H17N1')","(0.0, 0.0, -2.0)","('N-N-O', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
71,False,,,C75H79N7O2Pd1S2,,clashing ligands,"('unq_CSD-PEDMUH-03-a', 'unq_CSD-PAQQOO-02-a', 'unq_CSD-PACFUY-01-d')","('C20H15N2S2', 'C29H41N2', 'C26H23N3O2')","(-1.0, -1.0, 0.0)","('C-S-S', 'N-N', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
72,False,,,C43H50N2O1P2Pd1S2,,clashing ligands,"('unq_CSD-PAWWUG-03-a', 'unq_CSD-PAKQIB-02-a', 'unq_CSD-PECBAB-01-a')","('C13H19N2', 'C27H26P2', 'C3H5O1S2')","(-1.0, 0.0, -1.0)","('C-N-N', 'P-P', 'S')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
73,False,,,C48H45N6O2Pd1Sb1,,clashing ligands,"('unq_CSD-PADQOC-03-a', 'unq_CSD-PAGDAG-02-a', 'unq_CSD-PABLUZ-01-a')","('C23H21N3O2', 'C17H13N3', 'C8H11Sb1')","(-2.0, 0.0, 0.0)","('N-N-N', 'C-N', 'Sb')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
74,False,,,C65H98B1N10O8P1Pd1Si1,,non-planar tridentate,"('unq_CSD-PAMJEV-03-a', 'unq_CSD-PACVAU-02-a', 'unq_CSD-PAXWIX-01-b')","('C21H34B1N6', 'C6H3N4O4', 'C38H61O4P1Si1')","(-1.0, -1.0, 0.0)","('N-N-N', 'N-O', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
75,False,,,C18H26B1N9Pd1S5,,non-planar tridentate,"('unq_CSD-PAXFEA-03-a', 'unq_CSD-PAFWIC-02-a', 'unq_CSD-PAGBEE-01-b')","('C12H16B1N6S3', 'C3H6N1S2', 'C3H4N2')","(-1.0, -1.0, 0.0)","('S-S-S', 'S-S', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
76,True,15.0,SIXOCUGO,C34H28N6O3Pd1S1Te1,1085c254d3f25f9054fcc60f59e2b169,no optimization,"('unq_CSD-PAYZUN-03-a', 'unq_CSD-OZIYUT-02-b', 'unq_CSD-PAFQOD-01-a')","('C10H6N5O2', 'C11H8N1', 'C13H14O1S1Te1')","(-1.0, -1.0, 0.0)","('N-N-N', 'C-N', 'Te')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
77,True,16.0,OGIRUBIV,C33H33B1N10O2Pd1,30ca9251bd3fc3d8130adedad524cdcb,no optimization,"('unq_CSD-PAMKIA-03-a', 'unq_CSD-PBPZMO-02-a', 'unq_CSD-OZOJUJ-01-b')","('C14H14N6O2', 'C18H16B1N4', 'C1H3')","(0.0, -1.0, -1.0)","('N-N-N', 'N-N', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
78,True,17.0,FIGISACO,C32H46N14O5Pd1S1,ccae1b6109ae9d348354549029864eef,no optimization,"('unq_CSD-PADHAF-03-a', 'unq_CSD-OZUHEX-02-a', 'unq_CSD-OZULIF-01-a')","('C10H14N4O2S1', 'C22H32N10O2', 'O1')","(0.0, 0.0, -2.0)","('N-N-O', 'N-N', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
79,False,,,C39H48N9O1P1Pd1,,clashing ligands,"('unq_CSD-PALZOS-03-a', 'unq_CSD-PAKZEH-02-a', 'unq_CSD-PAWXOD-01-b')","('C15H15N5O1', 'C17H26N1P1', 'C7H7N3')","(-2.0, 0.0, 0.0)","('N-N-O', 'N-P', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
80,True,18.0,JAMAGENI,C37H33Cl2N7O1Pd1,df97f589c89a1e596760d20b3101ea20,no optimization,"('unq_CSD-PAWWIU-03-a', 'unq_CSD-PAKHOZ-02-a', 'unq_CSD-PAHKAN-01-a')","('C12H16Cl1N2', 'C19H13N5', 'C6H4Cl1O1')","(-1.0, 0.0, -1.0)","('C-N-N', 'N-N', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
81,False,,,C44H50B1N10P1Pd1,,non-planar tridentate,"('unq_CSD-PECQOG-03-a', 'unq_CSD-PADMEM-02-a', 'unq_CSD-PAYHUU-01-e')","('C18H28B1N6', 'C24H22N1P1', 'C2N3')","(-1.0, 0.0, -1.0)","('N-N-N', 'N-P', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
82,False,,,C47H46F4N3O2P1Pd1S4,,clashing ligands,"('unq_CSD-PEDGUB-03-a', 'unq_CSD-PACQEQ-02-a', 'unq_CSD-PAPHEZ-01-a')","('C19H11F4N3', 'C21H28O2P1S2', 'C7H7S2')","(0.0, -1.0, -1.0)","('N-N-N', 'S-S', 'S')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
83,True,19.0,DOGIGUWI,C28H29Cl1N6Pd1S1,3bddcba4d665c2dd03a0fd7bdfadd045,no optimization,"('unq_CSD-PEDKAL-03-a', 'unq_CSD-PAQHIB-02-a', 'unq_CSD-PAHJIT-01-b')","('C8H6Cl1N3S1', 'C16H12N2', 'C4H11N1')","(-2.0, 0.0, 0.0)","('C-N-S', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
84,False,,,C21H35F1N8O2Pd1S3,,clashing ligands,"('unq_CSD-PANCEO-03-a', 'unq_CSD-PARHEX-02-a', 'unq_CSD-PALZUY-01-a')","('C12H24F1N5O2', 'C6H2N2S3', 'C3H9N1')","(0.0, -2.0, 0.0)","('N-N-N', 'S-S', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
85,False,,,C45H61N3O3Pd1Si1,,haptic ligand,"('unq_CSD-PAFWID-03-a', 'unq_CSD-PADYUR-02-b', 'unq_CSD-PABSIY-01-a')","('C6H13Si1', 'C28H40N2', 'C11H8N1O3')","(-1.0, 0.0, -1.0)","('C-C-C', 'N-N', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
86,False,,,C56H60N6O5Pd1S1,,non-planar tridentate,"('unq_CSD-PAFFEI-03-a', 'unq_CSD-PAPBEQ-02-a', 'unq_CSD-PANKIB-01-c')","('C19H21N1O4', 'C14H10N4O1S1', 'C23H29N1')","(-2.0, 0.0, 0.0)","('N-O-O', 'N-N', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
87,True,20.0,AMAPIHOJ,C21H18N6O11Pd1,01b47be42c7ad773a72a273d4aaebef1,no optimization,"('unq_CSD-PCSCUP20-03-b', 'unq_CSD-PASZIT-02-a', 'unq_CSD-PASYEQ-01-c')","('C13H10N3O2', 'C6H2N3O7', 'C2H6O2')","(-1.0, -1.0, 0.0)","('N-N-O', 'O-O', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
88,False,,,C44H46N8O7Pd1S1,,non-planar tridentate,"('unq_CSD-PANZAH-03-a', 'unq_CSD-PASZUH-02-a', 'unq_CSD-PEDKAK-01-c')","('C15H13N3O2S1', 'C23H27N3O2', 'C6H6N2O3')","(-2.0, 0.0, 0.0)","('N-O-S', 'N-N', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
89,False,,,C37H46F4N3O4P1Pd1S3,,clashing ligands,"('unq_CSD-PACMOY-03-a', 'unq_CSD-PARHOG-02-a', 'unq_CSD-PAHWOL-01-a')","('C12H15F4N2', 'C23H25P1S1', 'C2H6N1O4S2')","(-1.0, 0.0, -1.0)","('F-N-N', 'P-S', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
90,True,21.0,UHEDOMEC,C39H42N6O5Pd1,c3054b6db3d91afb2662957bad80ac91,no optimization,"('unq_CSD-PAGCEF-03-a', 'unq_CSD-PATBAQ-02-a', 'unq_CSD-OZUBAN-01-a')","('C13H9N3O2', 'C25H29N3O2', 'C1H4O1')","(-2.0, 0.0, 0.0)","('N-O-O', 'N-N', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
91,False,,,C74H70Cl1N9O2Pd1S3,,clashing ligands,"('unq_CSD-PANBEO-03-a', 'unq_CSD-PAGHUB-02-a', 'unq_CSD-PABKEL-01-b')","('C15H21N5S2', 'C27H23N3O2S1', 'C32H26Cl1N1')","(-2.0, 0.0, 0.0)","('N-S-S', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
92,False,,,C40H38Cl1N5O2Pd1,,clashing ligands,"('unq_CSD-PAWWOA-03-a', 'unq_CSD-PEBJEO-02-a', 'unq_CSD-PAQLEY-01-c')","('C12H16Cl1N2', 'C20H18N2', 'C8H4N1O2')","(-1.0, 0.0, -1.0)","('C-N-N', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
93,False,,,C65H63N1O3P2Pd1S1,,clashing ligands,"('unq_CSD-PAGLER-03-a', 'unq_CSD-PARHUM-02-a', 'unq_CSD-PACHEI-01-b')","('C26H21N1O2P1', 'C25H21P1S1', 'C14H21O1')","(-1.0, 0.0, -1.0)","('C-N-P', 'P-S', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
94,False,,,C57H66N4O2Pd1S1,,non-planar tridentate,"('unq_CSD-PAKHEP-03-a', 'unq_CSD-PAGGIO-02-a', 'unq_CSD-PAQXUD-01-d')","('C28H40O2S1', 'C20H17N3', 'C9H9N1')","(-2.0, 0.0, 0.0)","('O-O-S', 'N-N', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
95,False,,,C50H60N4O1Pd1S2Te1,,clashing ligands,"('unq_CSD-PEBQET-03-a', 'unq_CSD-PAPLEY-02-a', 'unq_CSD-PAFQUJ-01-a')","('C13H11N2O1', 'C25H35N2', 'C12H14S2Te1')","(-1.0, -1.0, 0.0)","('N-N-O', 'N-N', 'Te')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
96,False,,,C31H27B1N8Pd1S2,,non-planar tridentate,"('unq_CSD-PAKXEF-03-a', 'unq_CSD-PBTZCU-02-a', 'unq_CSD-OZUZIT-01-a')","('C9H10B1N6', 'C20H12N2S2', 'C2H5')","(-1.0, 0.0, -1.0)","('N-N-N', 'N-N', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
97,False,,,C44H45F4N7O9Pd1,,clashing ligands,"('unq_CSD-PAYVAN-03-a', 'unq_CSD-PASZIT-02-a', 'unq_CSD-PAGFIQ-01-a')","('C33H43N3O2', 'C6H2N3O7', 'C5F4N1')","(0.0, -1.0, -1.0)","('N-N-N', 'O-O', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
98,True,22.0,ILUGAMUS,C30H26N4O1Pd1,57216c6cc3fcc02e09a8803057a23934,no optimization,"('unq_CSD-PAMFIS-03-a', 'unq_CSD-OZUQOS-02-a', 'unq_CSD-OZOWIK-01-c')","('C14H13N2O1', 'C10H8N2', 'C6H5')","(-1.0, 0.0, -1.0)","('N-N-O', 'N-N', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
99,False,,,C49H48N2O5P2Pd1,,clashing ligands,"('unq_CSD-PAJXIJ-03-a', 'unq_CSD-PANPIE-02-a', 'unq_CSD-OZUTEL-01-a')","('C44H33O4P2', 'C4H12N2', 'C1H3O1')","(-1.0, 0.0, -1.0)","('C-P-P', 'N-N', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
100,False,,,C42H50N4Pd1S2,,clashing ligands,"('unq_CSD-PANLEY-03-a', 'unq_CSD-PALJEU-02-a', 'unq_CSD-PATQEJ-01-a')","('C29H31N3', 'C7H6S2', 'C6H13N1')","(0.0, -2.0, 0.0)","('N-N-N', 'S-S', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
101,False,,,C43H44Cl3N5O2Pd1Si1,,clashing ligands,"('unq_CSD-OZOPUQ-03-a', 'unq_CSD-PARSEH-02-a', 'unq_CSD-PASVAG-01-a')","('C17H12N3O2', 'C8H20N2', 'C18H12Cl3Si1')","(-1.0, 0.0, -1.0)","('N-N-O', 'N-N', 'Si')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
102,False,,,C31H50N5O2P1Pd1,,clashing ligands,"('unq_CSD-PECBEH-03-a', 'unq_CSD-PARSEH-02-a', 'unq_CSD-PAQWAF-01-a')","('C14H9N3O2', 'C8H20N2', 'C9H21P1')","(-2.0, 0.0, 0.0)","('N-O-O', 'N-N', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
103,False,,,C30H58Cl1N1O3P4Pd1,,haptic ligand,"('unq_CSD-PAKYUX-03-a', 'unq_CSD-PACLIQ-02-a', 'unq_CSD-PACLIR-01-a')","('C11H13Cl1N1O3', 'C16H36P3', 'C3H9P1')","(-1.0, -1.0, 0.0)","('N-O-O', 'P-P', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
104,False,,,C62H59N8O1P1Pd1S1,,clashing ligands,"('unq_CSD-PADDAD-03-a', 'unq_CSD-PAQTIL-02-a', 'unq_CSD-PAXWOD-01-b')","('C16H14N3', 'C14H10N1O1S1', 'C32H35N4P1')","(-1.0, -1.0, 0.0)","('C-N-N', 'C-N', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
105,False,,,C31H34N4O11Pd1S2Te1,,non-planar tridentate,"('unq_CSD-PAKZIM-03-a', 'unq_CSD-PASZIT-02-a', 'unq_CSD-PAFQUJ-01-a')","('C13H18N1O4', 'C6H2N3O7', 'C12H14S2Te1')","(-1.0, -1.0, 0.0)","('N-O-O', 'O-O', 'Te')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
106,False,,,C34H40F1N8O6P1Pd1,,non-planar tridentate,"('unq_CSD-PAFFEI-03-a', 'unq_CSD-PAZVUI-02-a', 'unq_CSD-PABJUX-01-b')","('C19H21N1O4', 'C10H10N4', 'C5H9F1N3O2P1')","(-2.0, 0.0, 0.0)","('N-O-O', 'N-N', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
107,True,23.0,YOXACOZE,C41H32F6N5O4P1Pd1,1c66b2190faaf7d1122121d9251c546f,no optimization,"('unq_CSD-PAHNUK-03-a', 'unq_CSD-PAQQAC-02-a', 'unq_CSD-PAGBOP-01-a')","('C31H19N3O2', 'C10H13N2O2', 'F6P1')","(0.0, -1.0, -1.0)","('N-N-N', 'N-O', 'F')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
108,False,,,C60H74N4O1Pd1,,clashing ligands,"('unq_CSD-PASSEH-03-a', 'unq_CSD-PEBHOW-02-a', 'unq_CSD-PAGQAR-01-a')","('C12H19N2', 'C21H20N2', 'C27H35O1')","(-1.0, 0.0, -1.0)","('C-N-N', 'N-N', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
109,False,,,C44H44N5P1Pd1S2,,clashing ligands,"('unq_CSD-PAKXAC-03-a', 'unq_CSD-PECGUA-02-a', 'unq_CSD-PAXMUX-01-c')","('C17H21N5', 'C8H6S2', 'C19H17P1')","(0.0, -2.0, 0.0)","('N-N-N', 'S-S', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
110,False,,,C48H36N7O2P1Pd1S1,,clashing ligands,"('unq_CSD-PACPEP-03-a', 'unq_CSD-PAVKUS-02-a', 'unq_CSD-PAJDUB-01-b')","('C14H10N2O2', 'C15H11N3', 'C19H15N2P1S1')","(-2.0, 0.0, 0.0)","('N-O-O', 'N-N', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
111,True,24.0,ZESOHIGI,C28H35N5O6Pd1,a58f5684c68aa8bcc5b07a0e10951a6e,no optimization,"('unq_CSD-PAPKAT-03-a', 'unq_CSD-PAHJEN-02-a', 'unq_CSD-PAMDUE-01-c')","('C14H23N4O2', 'C7H5O2', 'C7H7N1O2')","(-1.0, -1.0, 0.0)","('N-N-O', 'O-O', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
112,True,25.0,IQANAZUB,C31H32N4Pd1S4,f66e3ec0f810406c3cfab59ef0419a05,no optimization,"('unq_CSD-PEDNAO-03-a', 'unq_CSD-PATKON-02-a', 'unq_CSD-PAKHEP-01-c')","('C19H14N3S2', 'C8H7S2', 'C4H11N1')","(-1.0, -1.0, 0.0)","('N-S-S', 'S-S', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
113,False,,,C48H37N5O1Pd1S2,,clashing ligands,"('unq_CSD-OZUTAG-03-a', 'unq_CSD-PADKIQ01-02-a', 'unq_CSD-PANJUM-01-d')","('C18H13N4O1', 'C15H14N1S2', 'C15H10')","(-1.0, -1.0, 0.0)","('N-N-O', 'S-S', 'C')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
114,True,26.0,ETEVEBUJ,C20H27N5O1Pd1S1,4d2283208d7b8d1534da6d424f828d8d,no optimization,"('unq_CSD-PADDAD-03-a', 'unq_CSD-PADNEO-02-a', 'unq_CSD-PAFJAH-01-b')","('C16H14N3', 'C2H8N2S1', 'C2H5O1')","(-1.0, 0.0, -1.0)","('C-N-N', 'N-N', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
115,False,,,C38H25Cl2N7O2Pd1,,clashing ligands,"('unq_CSD-PAKXOQ-03-a', 'unq_CSD-PADKUE-02-a', 'unq_CSD-PAFWIF-01-b')","('C21H15N3O1', 'C17H10Cl2N1O1', 'N3')","(0.0, -1.0, -1.0)","('N-N-N', 'N-O', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
116,False,,,C33H45B1N8O1Pd1,,non-planar tridentate,"('unq_CSD-PAFLAL-03-a', 'unq_CSD-PBIMPD-02-a', 'unq_CSD-PASYAM-01-c')","('C15H22B1N6', 'C14H13N2', 'C4H10O1')","(-1.0, -1.0, 0.0)","('N-N-N', 'C-N', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
117,False,,,C27H42N4O3Pd1S1,,clashing ligands,"('unq_CSD-PEBHUA-03-a', 'unq_CSD-PAWZAP-02-a', 'unq_CSD-PAJHAM-01-a')","('C20H25N4', 'C5H11O2', 'C2H6O1S1')","(-1.0, -1.0, 0.0)","('C-C-C', 'O-O', 'O')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
118,False,,,C40H58N6O4Pd1S1Si1,,clashing ligands,"('unq_CSD-PATWUD-03-a', 'unq_CSD-PEDWEB-02-a', 'unq_CSD-PADYOL-01-a')","('C14H12N3O1', 'C12H27O3S1Si1', 'C14H19N3')","(-1.0, -1.0, 0.0)","('N-N-O', 'O-S', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
119,False,,,C37H31N9O2Pd1S2,,non-planar tridentate,"('unq_CSD-PANZAH-03-a', 'unq_CSD-PAKJIU-02-a', 'unq_CSD-PAMPID-01-a')","('C15H13N3O2S1', 'C10H8N2S1', 'C12H10N4')","(-2.0, 0.0, 0.0)","('N-O-S', 'N-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
120,True,27.0,ADINOBUX,C42H44N3O2P1Pd1,d4e8e6ec14957017d87100c05c648341,no optimization,"('unq_CSD-PANQIF-03-a', 'unq_CSD-PAHMOD-02-b', 'unq_CSD-PALBEL-01-a')","('C22H17N3', 'C10H12', 'C10H15O2P1')","(0.0, -2.0, 0.0)","('N-N-N', 'C-C', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
121,False,,,C58H73N4O2P1Pd1,,non-planar tridentate,"('unq_CSD-PAQSAC-03-a', 'unq_CSD-PAXTAM-02-b', 'unq_CSD-PAXCAS-01-d')","('C35H52N2', 'C10H8N2O2', 'C13H13P1')","(-2.0, 0.0, 0.0)","('C-N-N', 'N-N', 'P')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
122,True,28.0,OPUNIYIT,C35H30N6O2Pd1,3fd9f78443c5f716e676053c5fbf67dc,no optimization,"('unq_CSD-PABYUN-03-a', 'unq_CSD-PBIMPD-02-a', 'unq_CSD-PACLIO-01-a')","('C17H11N2O2', 'C14H13N2', 'C4H6N2')","(-1.0, -1.0, 0.0)","('C-N-N', 'C-N', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
123,False,,,C26H40F4N6O1Pd1S2,,clashing ligands,"('unq_CSD-PACMOY-03-a', 'unq_CSD-OZOQUR-02-a', 'unq_CSD-PAFZOO-01-c')","('C12H15F4N2', 'C10H19N2O1', 'C4H6N2S2')","(-1.0, -1.0, 0.0)","('F-N-N', 'N-O', 'N')",0,Octahedral_Pd(II),Pd,+2,"(3, 2, 1)","(1, 2, 3)",0,False,Generate Lowest Energy,0
